b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,1.0,187.46382,0.068620004,0.0006748821,1.6853001,7.9337935,2.1999493
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,10.76,187.5427,0.07884,0.0006275488,1.73852,7.93545,2.0609066
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,20.04,186.25969,0.11388,0.0006626114,1.89818,7.9326377,1.9284829
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,32.04,180.06657,0.19710001,0.00064487394,1.7739999,7.933336,1.9467474
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,42.08,147.63388,0.80008,0.00079787243,2.32394,7.888697,4.347693
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,51.96,111.01959,0.56939995,0.0007214796,2.51908,7.8313727,9.112522
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,62.0,88.255,0.33288,0.00056738924,2.5723,7.789589,13.404692
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,70.04,64.81704,0.2263,0.00040850852,2.76744,7.738263,17.465967
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,82.0,53.959576,0.15476,0.00035372315,2.7319598,7.7096834,20.173794
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,90.04,44.065193,0.10804,0.0003604379,2.82066,7.688891,22.269943
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,102.0,34.080254,0.07154,0.0003525262,2.98032,7.653569,25.741453
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,110.08,31.799839,0.058399998,0.00033292628,3.06902,7.644291,27.117775
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,122.0,28.368534,0.05256,0.00032281346,3.17546,7.6299677,28.133587
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,130.08,26.927984,0.058399998,0.00030348368,3.2109401,7.6223845,29.185963
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,141.96,25.28108,0.06278,0.0003148013,3.1399798,7.615369,29.851192
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,152.0,23.570576,0.059860002,0.0003190394,3.2819,7.6061387,30.690228
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,162.04,21.747696,0.05256,0.00031137024,3.1931999,7.597112,31.638582
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,171.96,19.9068,0.058399998,0.00034623814,3.38834,7.585967,32.09878
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,182.0,19.97164,0.05694,0.00044999932,3.3706002,7.5815744,32.48438
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,192.0,21.458883,0.06132,0.00033626094,3.3173802,7.582803,32.186188
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,201.96,20.893782,0.0584,0.00030887238,3.2819,7.5828714,32.468025
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,212.0,20.074352,0.0657,0.0003383248,3.3410332,7.578055,32.9744
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,221.96,20.848953,0.069350004,0.00034393487,3.1932,7.577353,33.334686
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,232.08,21.200119,0.07056666,0.0003220877,3.2227669,7.578505,33.19142
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,242.04,20.407764,0.0657,0.000367297,3.32625,7.574401,33.44345
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,251.96,20.80836,0.07056667,0.00032971732,3.4593,7.5734024,33.854885
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,260.04,21.190966,0.07665,0.0003078978,3.14885,7.573218,33.692978
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,272.08,21.287632,0.06813333,0.00034528048,3.3410332,7.5737176,33.80812
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,282.0,20.870703,0.073,0.0003136188,3.3706002,7.570906,33.889355
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,290.04,20.675146,0.07056667,0.00030558702,3.4593,7.5682993,34.49497
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,300.04,21.40734,0.069350004,0.0003193133,3.4593,7.5693827,34.356926
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,312.0,22.8075,0.077866666,0.00033305993,3.2819002,7.5707726,34.40683
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,322.04,23.182411,0.0657,0.00030145462,3.14885,7.5750456,34.17082
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,331.92,21.565428,0.0657,0.00030922043,3.311467,7.5695677,34.694244
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,341.92,21.357105,0.0803,0.0003367457,3.41495,7.568962,35.049225
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,350.08,21.52083,0.07300001,0.0003051194,3.3706,7.567937,34.945908
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,362.04,21.276445,0.0657,0.00028926568,3.32625,7.568177,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,372.0,20.805077,0.07300001,0.00031286385,3.3410332,7.566626,35.30484
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,380.08,20.5812,0.07665,0.00031277537,3.32625,7.566348,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,390.08,20.023357,0.075433336,0.00028115735,3.4593,7.5655503,35.634426
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,402.04,19.928564,0.06205,0.00026530036,3.2819,7.563749,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,411.88,20.822117,0.077866666,0.00029281195,3.4593,7.565482,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,421.88,21.00011,0.07665,0.0003301986,3.32625,7.5666327,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,431.88,21.240429,0.0657,0.0002532449,3.548,7.5665,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,441.92,21.953289,0.0876,0.00046615239,3.4593,7.5672426,35.879475
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,450.08,23.164602,0.075433336,0.00026102512,3.548,7.570628,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,461.96,22.893982,0.08395,0.00031221038,3.41495,7.57148,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,471.96,22.284595,0.07056666,0.0002451022,3.4888668,7.5702653,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,480.12,22.755428,0.073,0.00025292448,3.41495,7.568503,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,492.0,24.340046,0.0657,0.0002450211,3.4297333,7.573182,36.296577
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,501.88,24.631317,0.073,0.00021738972,3.4593,7.5750394,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,510.08,24.245077,0.0584,0.00021730877,3.4593,7.5749855,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,521.96,23.620792,0.0876,0.00024086787,3.3706,7.573063,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,532.0,23.893137,0.073,0.00024078008,3.548,7.57219,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,540.04,24.260733,0.073,0.00022889374,3.548,7.5740585,36.646187
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,552.0,24.48433,0.0584,0.00024066842,3.6367,7.5743313,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,562.0,24.011997,0.073,0.00021699171,3.548,7.575219,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,572.04,23.134933,0.0657,0.00021693036,3.7254,7.572445,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,582.08,21.119408,0.0803,0.00020504186,3.548,7.570162,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,590.08,20.58294,0.073,0.00028775848,3.548,7.5650277,37.375305
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,600.04,20.841473,0.073,0.00021666418,3.548,7.5660434,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,611.92,20.838587,0.0803,0.0002402834,3.4593,7.5662866,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,622.0,21.285774,0.073,0.00025207215,3.4593,7.5651164,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,631.92,23.251673,0.0803,0.00022829657,3.548,7.5675673,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,642.04,25.534084,0.073,0.00024004179,3.548,7.5746603,37.35132
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,652.04,26.517511,0.0803,0.00025180395,3.7254,7.578263,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,660.08,26.112055,0.073,0.00025176178,3.548,7.579665,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,670.04,25.575525,0.0876,0.00027537192,3.4593,7.5760293,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,681.92,25.69872,0.0876,0.00022799477,3.548,7.576115,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,690.12,25.956125,0.0657,0.00027527995,3.548,7.576552,37.5231
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,700.04,26.209808,0.0876,0.00023969189,3.7254,7.5766335,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,712.0,26.475332,0.073,0.00022783632,3.6367,7.576935,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,721.92,26.546337,0.0803,0.00020412335,3.548,7.577053,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,731.96,27.788656,0.0803,0.00021586398,3.7254,7.576548,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,740.12,29.152748,0.0876,0.0002393883,3.4593,7.581423,37.89419
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,751.92,30.04635,0.073,0.0001920023,3.548,7.583523,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,760.08,29.528212,0.0657,0.00023921914,3.548,7.5833206,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,771.92,29.419355,0.073,0.00020363371,3.6367,7.581186,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,780.12,30.947365,0.073,0.00021544438,3.7254,7.5808163,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,792.0,34.17465,0.073,0.00021531427,3.6367,7.588964,37.87217
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,801.96,35.41001,0.073,0.00022707452,3.4593,7.5928493,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,810.16,35.852646,0.0803,0.00032166275,3.548,7.595403,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,820.08,35.92464,0.0657,0.0002151083,3.7254,7.593237,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,831.88,37.575577,0.073,0.0002031779,3.7254,7.595926,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,840.16,38.885117,0.0584,0.0003332508,3.7254,7.599614,37.658497
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,850.08,39.685658,0.0657,0.00022665282,3.4593,7.600906,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,860.04,40.63434,0.0584,0.00023836923,3.4593,7.602295,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,870.12,41.474712,0.0803,0.00019095992,3.7254,7.6051216,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,882.0,41.921917,0.0949,0.00021455782,3.6367,7.606079,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,891.92,42.353107,0.073,0.00020262254,3.548,7.6071305,37.975147
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,900.12,42.724274,0.0803,0.00036818933,3.9028,7.60767,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,910.04,43.50456,0.0657,0.00023795031,3.7254,7.6074147,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,920.04,45.130333,0.0657,0.0002259978,3.6367,7.610965,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,931.96,46.040676,0.0803,0.0002140408,3.548,7.61385,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,942.08,46.721016,0.073,0.00023767608,3.6367,7.6150627,38.121
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,951.96,47.89218,0.0803,0.00024949558,3.7254,7.6156006,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,961.96,49.847572,0.073,0.00026120435,3.6367,7.6201744,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,972.0,50.38916,0.0657,0.00026114803,3.6367,7.621441,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,981.88,50.841167,0.073,0.0002611125,3.6367,7.622835,
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,990.04,51.195705,0.0803,0.00026110964,3.6367,7.623074,37.659927
b'20250820233401',b'1902367 ',1.0,b'A',b'R',b'SOLO_BGC_MRV                    ',,5.27482,90.29465,1000.08,,,,,,
